2017-05-09 19:55:10,发现新版本页|false|页面加载失败|3006
2017-05-09 19:55:14,主客首页|true|页面加载成功
2017-05-09 19:55:17,点击:健康商城|true|
2017-05-09 19:55:23,商城首页|true|页面加载成功
2017-05-09 19:55:42,点击:搜索框|true|
2017-05-09 19:55:45,搜索页|true|页面加载成功
2017-05-09 19:55:46,list view|控件不存在
2017-05-09 19:55:49,list view|控件不存在
2017-05-09 19:55:50,键盘搜索按钮|控件不存在
2017-05-09 19:55:54,冈本避孕套(纯)|控件不存在
